0.000000,0.000000,0.000000
0.020408,0.000000,0.027736
0.040816,0.000000,0.097811
0.061224,0.000000,0.178535
0.081633,0.000000,0.252793
0.102041,0.000000,0.317842
0.122449,0.000000,0.377020
0.142857,0.000000,0.433519
0.163265,0.000000,0.488540
0.183673,0.000000,0.541946
0.204082,0.000000,0.593247
0.224490,0.000000,0.642046
0.244898,0.000000,0.688098
0.265306,0.000000,0.731227
0.285714,0.000000,0.771281
0.306122,0.000000,0.808120
0.326531,0.000000,0.841614
0.346939,0.000000,0.871644
0.367347,0.000000,0.898110
0.387755,0.000000,0.920922
0.408163,0.000000,0.940006
0.428571,0.000000,0.955301
0.448980,0.000000,0.966757
0.469388,0.000000,0.974339
0.489796,0.000000,0.978023
0.510204,0.000000,0.977799
0.530612,0.000000,0.973665
0.551020,0.000000,0.965636
0.571429,0.000000,0.953735
0.591837,0.000000,0.938000
0.612245,0.000000,0.918482
0.632653,0.000000,0.895242
0.653061,0.000000,0.868356
0.673469,0.000000,0.837916
0.693878,0.000000,0.804023
0.714286,0.000000,0.766796
0.734694,0.000000,0.726371
0.755102,0.000000,0.682906
0.775510,0.000000,0.636557
0.795918,0.000000,0.587436
0.816327,0.000000,0.535650
0.836735,0.000000,0.481564
0.857143,0.000000,0.426086
0.877551,0.000000,0.370116
0.897959,0.000000,0.312633
0.918367,0.000000,0.249235
0.938776,0.000000,0.175104
0.959184,0.000000,0.093693
0.979592,0.000000,0.024838
1.000000,0.000000,0.000000
0.000000,0.020408,0.027736
0.020408,0.020408,0.042521
0.040816,0.020408,0.061430
0.061224,0.020408,0.091999
0.081633,0.020408,0.129121
0.102041,0.020408,0.166677
0.122449,0.020408,0.201647
0.142857,0.020408,0.233837
0.163265,0.020408,0.264095
0.183673,0.020408,0.293051
0.204082,0.020408,0.320853
0.224490,0.020408,0.347383
0.244898,0.020408,0.372473
0.265306,0.020408,0.395992
0.285714,0.020408,0.417846
0.306122,0.020408,0.437954
0.326531,0.020408,0.456247
0.346939,0.020408,0.472661
0.367347,0.020408,0.487141
0.387755,0.020408,0.499639
0.408163,0.020408,0.510112
0.428571,0.020408,0.518527
0.448980,0.020408,0.524857
0.469388,0.020408,0.529083
0.489796,0.020408,0.531190
0.510204,0.020408,0.531174
0.530612,0.020408,0.529033
0.551020,0.020408,0.524775
0.571429,0.020408,0.518413
0.591837,0.020408,0.509966
0.612245,0.020408,0.499462
0.632653,0.020408,0.486935
0.653061,0.020408,0.472426
0.673469,0.020408,0.455983
0.693878,0.020408,0.437663
0.714286,0.020408,0.417533
0.734694,0.020408,0.395665
0.755102,0.020408,0.372130
0.775510,0.020408,0.346987
0.795918,0.020408,0.320340
0.816327,0.020408,0.292438
0.836735,0.020408,0.263623
0.857143,0.020408,0.233863
0.877551,0.020408,0.202222
0.897959,0.020408,0.167361
0.918367,0.020408,0.129596
0.938776,0.020408,0.092753
0.959184,0.020408,0.062941
0.979592,0.020408,0.043382
1.000000,0.020408,0.024838
0.000000,0.040816,0.098176
0.020408,0.040816,0.061903
0.040816,0.040816,0.032516
0.061224,0.040816,0.023299
0.081633,0.040816,0.031600
0.102041,0.040816,0.047462
0.122449,0.040816,0.063062
0.142857,0.040816,0.075790
0.163265,0.040816,0.086284
0.183673,0.040816,0.095763
0.204082,0.040816,0.104853
0.224490,0.040816,0.113642
0.244898,0.040816,0.122028
0.265306,0.040816,0.129916
0.285714,0.040816,0.137255
0.306122,0.040816,0.144017
0.326531,0.040816,0.150179
0.346939,0.040816,0.155721
0.367347,0.040816,0.160626
0.387755,0.040816,0.164875
0.408163,0.040816,0.168456
0.428571,0.040816,0.171356
0.448980,0.040816,0.173566
0.469388,0.040816,0.175080
0.489796,0.040816,0.175892
0.510204,0.040816,0.176001
0.530612,0.040816,0.175405
0.551020,0.040816,0.174107
0.571429,0.040816,0.172111
0.591837,0.040816,0.169424
0.612245,0.040816,0.166053
0.632653,0.040816,0.162011
0.653061,0.040816,0.157309
0.673469,0.040816,0.151964
0.693878,0.040816,0.145995
0.714286,0.040816,0.139428
0.734694,0.040816,0.132285
0.755102,0.040816,0.124565
0.775510,0.040816,0.116252
0.795918,0.040816,0.107445
0.816327,0.040816,0.098506
0.836735,0.040816,0.089756
0.857143,0.040816,0.080429
0.877551,0.040816,0.068153
0.897959,0.040816,0.051290
0.918367,0.040816,0.033670
0.938776,0.040816,0.025813
0.959184,0.040816,0.037316
0.979592,0.040816,0.065381
1.000000,0.040816,0.092422
0.000000,0.061224,0.180944
0.020408,0.061224,0.093715
0.040816,0.061224,0.023677
0.061224,0.061224,-0.013757
0.081633,0.061224,-0.022527
0.102041,0.061224,-0.017557
0.122449,0.061224,-0.011304
0.142857,0.061224,-0.008477
0.163265,0.061224,-0.008511
0.183673,0.061224,-0.009611
0.204082,0.061224,-0.010717
0.224490,0.061224,-0.011579
0.244898,0.061224,-0.012267
0.265306,0.061224,-0.012871
0.285714,0.061224,-0.013423
0.306122,0.061224,-0.013925
0.326531,0.061224,-0.014373
0.346939,0.061224,-0.014763
0.367347,0.061224,-0.015093
0.387755,0.061224,-0.015362
0.408163,0.061224,-0.015571
0.428571,0.061224,-0.015717
0.448980,0.061224,-0.015801
